team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,2026-01-20,completed,multi-stage race,114.433664,114.433664,7,TRENTIN Matteo,oneday,0.784849,70.277038,3.102667,0.443238,403.469166,0.491683,TRENTIN Matteo | MOZZATO Luca | BRENNER Marco,oneday | oneday | gc
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,170,Omloop van het Houtland,1.1,2026-09-23,scheduled,sprint-friendly one-day,15.071693,15.071693,7,TRENTIN Matteo,oneday,0.784849,10.673433,2.671487,0.381641,52.972117,0.556893,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,128,Tour de Langkawi,2.Pro,2026-09-27,scheduled,multi-stage race,215.470464,215.470464,7,TRENTIN Matteo,oneday,0.784849,133.608583,2.988612,0.426945,808.246342,0.568796,TRENTIN Matteo | BRENNER Marco | MOZZATO Luca,oneday | gc | oneday
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,158,Münsterland Giro,1.Pro,2026-10-03,scheduled,sprint-friendly one-day,49.264653,49.264653,7,TRENTIN Matteo,oneday,0.784849,35.05356,2.671487,0.381641,174.111448,0.561966,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,29,Giro dell'Emilia,1.Pro,2026-10-03,scheduled,hard one-day,31.693155,31.693155,7,TRENTIN Matteo,oneday,0.784849,19.567438,3.027707,0.43253,92.082023,0.347366,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,196,Coppa Bernocchi,1.Pro,2026-10-05,scheduled,sprint-friendly one-day,86.858769,86.858769,7,TRENTIN Matteo,oneday,0.784849,64.532874,2.671487,0.381641,322.851792,0.609438,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,190,Tre Valli Varesine,1.Pro,2026-10-06,scheduled,sprint-friendly one-day,56.581084,56.581084,7,TRENTIN Matteo,oneday,0.784849,40.930151,2.671487,0.381641,203.869629,0.579871,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,159,Binche-Chimay-Binche,1.1,2026-10-06,scheduled,sprint-friendly one-day,13.421848,13.421848,7,TRENTIN Matteo,oneday,0.784849,9.553062,2.671487,0.381641,47.452662,0.562296,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,61,Gran Piemonte,1.Pro,2026-10-08,scheduled,sprint-friendly one-day,80.109422,80.109422,7,TRENTIN Matteo,oneday,0.784849,59.035854,2.671487,0.381641,294.958625,0.60034,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,24,Il Lombardia,1.UWT,2026-10-10,scheduled,hard one-day,43.08874,43.08874,7,TRENTIN Matteo,oneday,0.784849,31.110355,2.671487,0.381641,154.570176,0.575744,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,27048,Trofeo Tessile & Moda - Valdengo Oropa,1.1,2026-10-11,scheduled,sprint-friendly one-day,57.479143,57.479143,7,TRENTIN Matteo,oneday,0.784849,44.656078,2.671487,0.381641,224.995685,0.660714,TRENTIN Matteo | MOZZATO Luca | PLUIMERS Rick,oneday | oneday | oneday
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,8499,Hong Kong Cyclothon,1.1,2026-10-11,scheduled,sprint-friendly one-day,54.070751,54.070751,7,TRENTIN Matteo,oneday,0.784849,41.89952,2.671487,0.381641,211.022649,0.657682,TRENTIN Matteo | MOZZATO Luca | PLUIMERS Rick,oneday | oneday | oneday
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,28,Paris - Tours,1.Pro,2026-10-11,scheduled,hard one-day,33.735702,33.735702,7,TRENTIN Matteo,oneday,0.784849,21.284956,3.027707,0.43253,100.842525,0.369124,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,7591,Tour of Guangxi,2.UWT,2026-10-13,scheduled,multi-stage race,91.546931,91.546931,7,TRENTIN Matteo,oneday,0.784849,56.221631,3.102667,0.443238,322.775332,0.491683,TRENTIN Matteo | MOZZATO Luca | BRENNER Marco,oneday | oneday | gc
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,183,Giro del Veneto,1.Pro,2026-10-14,scheduled,sprint-friendly one-day,59.824063,59.824063,7,TRENTIN Matteo,oneday,0.784849,45.082509,2.671487,0.381641,226.059856,0.625482,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,95,Japan Cup,1.Pro,2026-10-18,scheduled,sprint-friendly one-day,69.709407,69.709407,7,TRENTIN Matteo,oneday,0.784849,51.460729,2.671487,0.381641,257.184303,0.60227,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,15208,Veneto Classic,1.Pro,2026-10-18,scheduled,sprint-friendly one-day,55.247758,55.247758,7,TRENTIN Matteo,oneday,0.784849,41.504824,2.671487,0.381641,208.016656,0.621954,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,154,Chrono des Nations,1.1,2026-10-18,scheduled,sprint-friendly one-day,20.544921,20.544921,7,TRENTIN Matteo,oneday,0.784849,14.964905,2.668459,0.381208,77.470586,0.622425,TRENTIN Matteo | MOZZATO Luca | RONDEL Mathys,oneday | oneday | hills
